model,n_items,n_pos_cells,n_neg_cells,hits,false_alarms,mean_confidence,recall,fpr
gemini_3_1_pro,80.0,210.0,1710.0,12.0,50.0,0.9749166666666665,0.05714285714285714,0.029239766081871343
